,Name,Awards,Tittles,Year
1696,Tom Cruise,Winner Distinguished Achievement in Performing Arts,None,2005
1697,Tom Cruise,Nominee Critics Choice Award,Best Actor,1997
1698,Tom Cruise,Winner Honorary Golden Palm,None,2022
1699,Tom Cruise,Winner CFCA Award,Best Supporting Actor,2000
1700,Tom Cruise,Winner CFCA Award,Best Actor,1990
1701,Tom Cruise,Nominee DFWFCA Award,Best Actor,2022
1702,Tom Cruise,Winner Special David,None,2005
1703,Tom Cruise,Nominee David,Best Foreign Actor (Migliore Attore Straniero),1990
1704,Tom Cruise,Nominee Family Film Award,Outstanding Actor in a Feature Film,2023
1705,Tom Cruise,Winner FFCC Award,Best Ensemble Cast,2000
1706,Tom Cruise,Nominee FFCC Award,Best Actor,1997
1707,Tom Cruise,Nominee Golden Globe,Best Performance by an Actor in a Supporting Role in a Motion Picture,2009
1708,Tom Cruise,Nominee Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,2004
1709,Tom Cruise,Winner Golden Globe,Best Performance by an Actor in a Supporting Role in a Motion Picture,2000
1710,Tom Cruise,Winner Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical,1997
1711,Tom Cruise,Nominee Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,1993
1712,Tom Cruise,Nominee Satellite Award,"Best Actor in a Motion Picture, Drama",2023
1713,Tom Cruise,Nominee Golden Satellite Award,"Best Actor in a Motion Picture, Drama",2004
1714,Tom Cruise,Nominee Golden Satellite Award,"Best Performance by an Actor in a Supporting Role, Drama",2000
1715,Tom Cruise,Winner Golden Satellite Award,"Best Actor in a Motion Picture, Comedy or Musical",1997
1716,Tom Cruise,Winner Man of the Year,None,1994
1717,Tom Cruise,Nominee IFTA Award,Best International Actor,2023
1718,Tom Cruise,Winner Special Silver Ribbon,None,2000
1719,Tom Cruise,Nominee KCFCC Award,Best Actor,2005
1720,Tom Cruise,Winner KCFCC Award,Best Supporting Actor,1988
1721,Tom Cruise,Nominee Blimp Award,Favorite Movie Actor,2023
1722,Tom Cruise,Nominee Blimp Award,Favorite Butt Kicker,2012
1723,Tom Cruise,Nominee Blimp Award,Favorite Movie Actor,2001
1724,Tom Cruise,Winner Wannabe Award,None,2001
1725,Tom Cruise,Nominee Blimp Award,Favorite Movie Actor,1997
1726,Tom Cruise,Winner Showmanship Award,Motion Picture,2023
1727,Tom Cruise,Winner MTV Movie ,Best Performance in a Movie,2023
1728,Tom Cruise,Nominee MTV Movie ,Best Hero,2023
1729,Tom Cruise,Nominee MTV Movie ,Best Duo,2023
1730,Tom Cruise,Nominee MTV Movie Award,Best Gut-Wrenching Performance,2012
1731,Tom Cruise,Nominee MTV Movie Award,Best Fight,2012
1732,Tom Cruise,Winner NBR Award,Best Acting by an Ensemble,1999
1733,Tom Cruise,Winner NBR Award,Best Actor,1996
1734,Tom Cruise,Nominee NSFC Award,Best Actor,1990
1735,Tom Cruise,Nominee NYFCC Award,Best Actor,1996
1736,Tom Cruise,Nominee NYFCC Award,Best Actor,1989
1737,Tom Cruise,Winner Peabody Award,Winner,2002
1738,Tom Cruise,Nominee People,The Male Movie Star of the Year,2024
1739,Tom Cruise,Nominee People,The Action Movie Star of the Year,2024
1740,Tom Cruise,Nominee People,The Male Movie Star of 2022,2022
